"Aid_Year","Enrollment_Status","COA_Min","COA_Max","EFC_Min","EFC_Max","Pell_Amount"
"2021-2022","THREE_QUARTER_TIME","5900","5999","401","500","4125"
"2021-2022","THREE_QUARTER_TIME","5900","5999","501","600","4050"
"2021-2022","THREE_QUARTER_TIME","5900","5999","601","700","3975"
"2021-2022","THREE_QUARTER_TIME","5900","5999","701","800","3900"
"2021-2022","THREE_QUARTER_TIME","5900","5999","801","900","3825"
"2021-2022","THREE_QUARTER_TIME","5900","5999","901","1000","3750"
"2021-2022","THREE_QUARTER_TIME","5900","5999","1001","1100","3675"
"2021-2022","THREE_QUARTER_TIME","5900","5999","1101","1200","3600"
"2021-2022","THREE_QUARTER_TIME","5900","5999","1201","1300","3525"
"2021-2022","THREE_QUARTER_TIME","5900","5999","1301","1400","3450"
"2021-2022","THREE_QUARTER_TIME","5900","5999","1401","1500","3375"
"2021-2022","THREE_QUARTER_TIME","5900","5999","1501","1600","3300"
"2021-2022","THREE_QUARTER_TIME","5900","5999","1601","1700","3225"
"2021-2022","THREE_QUARTER_TIME","5900","5999","1701","1800","3150"
"2021-2022","THREE_QUARTER_TIME","5900","5999","1801","1900","3075"
"2021-2022","THREE_QUARTER_TIME","5900","5999","1901","2000","3000"
"2021-2022","THREE_QUARTER_TIME","5900","5999","2001","2100","2925"
"2021-2022","THREE_QUARTER_TIME","5900","5999","2101","2200","2850"
"2021-2022","THREE_QUARTER_TIME","5900","5999","2201","2300","2775"
"2021-2022","THREE_QUARTER_TIME","5900","5999","2301","2400","2700"
"2021-2022","THREE_QUARTER_TIME","5900","5999","2401","2500","2625"
"2021-2022","THREE_QUARTER_TIME","5900","5999","2501","2600","2550"
"2021-2022","THREE_QUARTER_TIME","5900","5999","2601","2700","2475"
"2021-2022","THREE_QUARTER_TIME","5900","5999","2701","2800","2400"
"2021-2022","THREE_QUARTER_TIME","5900","5999","2801","2900","2325"
"2021-2022","THREE_QUARTER_TIME","5900","5999","2901","3000","2250"
"2021-2022","THREE_QUARTER_TIME","5900","5999","3001","3100","2175"
"2021-2022","THREE_QUARTER_TIME","5900","5999","3101","3200","2100"
"2021-2022","THREE_QUARTER_TIME","5900","5999","3201","3300","2025"
"2021-2022","THREE_QUARTER_TIME","5900","5999","3301","3400","1950"
"2021-2022","THREE_QUARTER_TIME","5900","5999","3401","3500","1875"
"2021-2022","THREE_QUARTER_TIME","5900","5999","3501","3600","1800"
"2021-2022","THREE_QUARTER_TIME","5900","5999","3601","3700","1725"
"2021-2022","THREE_QUARTER_TIME","5900","5999","3701","3800","1650"
"2021-2022","THREE_QUARTER_TIME","5900","5999","3801","3900","1575"
"2021-2022","THREE_QUARTER_TIME","5900","5999","3901","4000","1500"
"2021-2022","THREE_QUARTER_TIME","5900","5999","4001","4100","1425"
"2021-2022","THREE_QUARTER_TIME","5900","5999","4101","4200","1350"
"2021-2022","THREE_QUARTER_TIME","5900","5999","4201","4300","1275"
"2021-2022","THREE_QUARTER_TIME","5900","5999","4301","4400","1200"
"2021-2022","THREE_QUARTER_TIME","5900","5999","4401","4500","1125"
"2021-2022","THREE_QUARTER_TIME","5900","5999","4501","4600","1050"
"2021-2022","THREE_QUARTER_TIME","5900","5999","4601","4700","975"
"2021-2022","THREE_QUARTER_TIME","5900","5999","4701","4800","900"
"2021-2022","THREE_QUARTER_TIME","5900","5999","4801","4900","825"
"2021-2022","THREE_QUARTER_TIME","5900","5999","4901","5000","750"
"2021-2022","THREE_QUARTER_TIME","5900","5999","5001","5100","675"
"2021-2022","THREE_QUARTER_TIME","6000","6099","0","0","4538"
"2021-2022","THREE_QUARTER_TIME","6000","6099","1","100","4500"
"2021-2022","THREE_QUARTER_TIME","6000","6099","101","200","4425"
"2021-2022","THREE_QUARTER_TIME","6000","6099","201","300","4350"
"2021-2022","THREE_QUARTER_TIME","6000","6099","301","400","4275"
"2021-2022","THREE_QUARTER_TIME","6000","6099","401","500","4200"
"2021-2022","THREE_QUARTER_TIME","6000","6099","501","600","4125"
"2021-2022","THREE_QUARTER_TIME","6000","6099","601","700","4050"
"2021-2022","THREE_QUARTER_TIME","6000","6099","701","800","3975"
"2021-2022","THREE_QUARTER_TIME","6000","6099","801","900","3900"
"2021-2022","THREE_QUARTER_TIME","6000","6099","901","1000","3825"
"2021-2022","THREE_QUARTER_TIME","6000","6099","1001","1100","3750"
"2021-2022","THREE_QUARTER_TIME","6000","6099","1101","1200","3675"
"2021-2022","THREE_QUARTER_TIME","6000","6099","1201","1300","3600"
"2021-2022","THREE_QUARTER_TIME","6000","6099","1301","1400","3525"
"2021-2022","THREE_QUARTER_TIME","6000","6099","1401","1500","3450"
"2021-2022","THREE_QUARTER_TIME","6000","6099","1501","1600","3375"
"2021-2022","THREE_QUARTER_TIME","6000","6099","1601","1700","3300"
"2021-2022","THREE_QUARTER_TIME","6000","6099","1701","1800","3225"
"2021-2022","THREE_QUARTER_TIME","6000","6099","1801","1900","3150"
"2021-2022","THREE_QUARTER_TIME","6000","6099","1901","2000","3075"
"2021-2022","THREE_QUARTER_TIME","6000","6099","2001","2100","3000"
"2021-2022","THREE_QUARTER_TIME","6000","6099","2101","2200","2925"
"2021-2022","THREE_QUARTER_TIME","6000","6099","2201","2300","2850"
"2021-2022","THREE_QUARTER_TIME","6000","6099","2301","2400","2775"
"2021-2022","THREE_QUARTER_TIME","6000","6099","2401","2500","2700"
"2021-2022","THREE_QUARTER_TIME","6000","6099","2501","2600","2625"
"2021-2022","THREE_QUARTER_TIME","6000","6099","2601","2700","2550"
"2021-2022","THREE_QUARTER_TIME","6000","6099","2701","2800","2475"
"2021-2022","THREE_QUARTER_TIME","6000","6099","2801","2900","2400"
"2021-2022","THREE_QUARTER_TIME","6000","6099","2901","3000","2325"
"2021-2022","THREE_QUARTER_TIME","6000","6099","3001","3100","2250"
"2021-2022","THREE_QUARTER_TIME","6000","6099","3101","3200","2175"
"2021-2022","THREE_QUARTER_TIME","6000","6099","3201","3300","2100"
"2021-2022","THREE_QUARTER_TIME","6000","6099","3301","3400","2025"
"2021-2022","THREE_QUARTER_TIME","6000","6099","3401","3500","1950"
"2021-2022","THREE_QUARTER_TIME","6000","6099","3501","3600","1875"
"2021-2022","THREE_QUARTER_TIME","6000","6099","3601","3700","1800"
"2021-2022","THREE_QUARTER_TIME","6000","6099","3701","3800","1725"
"2021-2022","THREE_QUARTER_TIME","6000","6099","3801","3900","1650"
"2021-2022","THREE_QUARTER_TIME","6000","6099","3901","4000","1575"
"2021-2022","THREE_QUARTER_TIME","6000","6099","4001","4100","1500"
"2021-2022","THREE_QUARTER_TIME","6000","6099","4101","4200","1425"
"2021-2022","THREE_QUARTER_TIME","6000","6099","4201","4300","1350"
"2021-2022","THREE_QUARTER_TIME","6000","6099","4301","4400","1275"
"2021-2022","THREE_QUARTER_TIME","6000","6099","4401","4500","1200"
"2021-2022","THREE_QUARTER_TIME","6000","6099","4501","4600","1125"
"2021-2022","THREE_QUARTER_TIME","6000","6099","4601","4700","1050"
"2021-2022","THREE_QUARTER_TIME","6000","6099","4701","4800","975"
"2021-2022","THREE_QUARTER_TIME","6000","6099","4801","4900","900"
"2021-2022","THREE_QUARTER_TIME","6000","6099","4901","5000","825"
"2021-2022","THREE_QUARTER_TIME","6000","6099","5001","5100","750"
"2021-2022","THREE_QUARTER_TIME","6000","6099","5101","5200","675"
"2021-2022","THREE_QUARTER_TIME","6100","6199","0","0","4613"
"2021-2022","THREE_QUARTER_TIME","6100","6199","1","100","4575"
"2021-2022","THREE_QUARTER_TIME","6100","6199","101","200","4500"
"2021-2022","THREE_QUARTER_TIME","6100","6199","201","300","4425"
"2021-2022","THREE_QUARTER_TIME","6100","6199","301","400","4350"
"2021-2022","THREE_QUARTER_TIME","6100","6199","401","500","4275"
"2021-2022","THREE_QUARTER_TIME","6100","6199","501","600","4200"
"2021-2022","THREE_QUARTER_TIME","6100","6199","601","700","4125"
"2021-2022","THREE_QUARTER_TIME","6100","6199","701","800","4050"
"2021-2022","THREE_QUARTER_TIME","6100","6199","801","900","3975"
"2021-2022","THREE_QUARTER_TIME","6100","6199","901","1000","3900"
"2021-2022","THREE_QUARTER_TIME","6100","6199","1001","1100","3825"
"2021-2022","THREE_QUARTER_TIME","6100","6199","1101","1200","3750"
"2021-2022","THREE_QUARTER_TIME","6100","6199","1201","1300","3675"
"2021-2022","THREE_QUARTER_TIME","6100","6199","1301","1400","3600"
"2021-2022","THREE_QUARTER_TIME","6100","6199","1401","1500","3525"
"2021-2022","THREE_QUARTER_TIME","6100","6199","1501","1600","3450"
"2021-2022","THREE_QUARTER_TIME","6100","6199","1601","1700","3375"
"2021-2022","THREE_QUARTER_TIME","6100","6199","1701","1800","3300"
"2021-2022","THREE_QUARTER_TIME","6100","6199","1801","1900","3225"
"2021-2022","THREE_QUARTER_TIME","6100","6199","1901","2000","3150"
"2021-2022","THREE_QUARTER_TIME","6100","6199","2001","2100","3075"
"2021-2022","THREE_QUARTER_TIME","6100","6199","2101","2200","3000"
"2021-2022","THREE_QUARTER_TIME","6100","6199","2201","2300","2925"
"2021-2022","THREE_QUARTER_TIME","6100","6199","2301","2400","2850"
"2021-2022","THREE_QUARTER_TIME","6100","6199","2401","2500","2775"
"2021-2022","THREE_QUARTER_TIME","6100","6199","2501","2600","2700"
"2021-2022","THREE_QUARTER_TIME","6100","6199","2601","2700","2625"
"2021-2022","THREE_QUARTER_TIME","6100","6199","2701","2800","2550"
"2021-2022","THREE_QUARTER_TIME","6100","6199","2801","2900","2475"
"2021-2022","THREE_QUARTER_TIME","6100","6199","2901","3000","2400"
"2021-2022","THREE_QUARTER_TIME","6100","6199","3001","3100","2325"
"2021-2022","THREE_QUARTER_TIME","6100","6199","3101","3200","2250"
"2021-2022","THREE_QUARTER_TIME","6100","6199","3201","3300","2175"
"2021-2022","THREE_QUARTER_TIME","6100","6199","3301","3400","2100"
"2021-2022","THREE_QUARTER_TIME","6100","6199","3401","3500","2025"
"2021-2022","THREE_QUARTER_TIME","6100","6199","3501","3600","1950"
"2021-2022","THREE_QUARTER_TIME","6100","6199","3601","3700","1875"
"2021-2022","THREE_QUARTER_TIME","6100","6199","3701","3800","1800"
"2021-2022","THREE_QUARTER_TIME","6100","6199","3801","3900","1725"
"2021-2022","THREE_QUARTER_TIME","6100","6199","3901","4000","1650"
"2021-2022","THREE_QUARTER_TIME","6100","6199","4001","4100","1575"
"2021-2022","THREE_QUARTER_TIME","6100","6199","4101","4200","1500"
"2021-2022","THREE_QUARTER_TIME","6100","6199","4201","4300","1425"
"2021-2022","THREE_QUARTER_TIME","6100","6199","4301","4400","1350"
"2021-2022","THREE_QUARTER_TIME","6100","6199","4401","4500","1275"
"2021-2022","THREE_QUARTER_TIME","6100","6199","4501","4600","1200"
"2021-2022","THREE_QUARTER_TIME","6100","6199","4601","4700","1125"
"2021-2022","THREE_QUARTER_TIME","6100","6199","4701","4800","1050"
"2021-2022","THREE_QUARTER_TIME","6100","6199","4801","4900","975"
"2021-2022","THREE_QUARTER_TIME","6100","6199","4901","5000","900"
"2021-2022","THREE_QUARTER_TIME","6100","6199","5001","5100","825"
"2021-2022","THREE_QUARTER_TIME","6100","6199","5101","5200","750"
"2021-2022","THREE_QUARTER_TIME","6100","6199","5201","5300","675"
"2021-2022","THREE_QUARTER_TIME","6200","6299","0","0","4688"
"2021-2022","THREE_QUARTER_TIME","6200","6299","1","100","4650"
"2021-2022","THREE_QUARTER_TIME","6200","6299","101","200","4575"
"2021-2022","THREE_QUARTER_TIME","6200","6299","201","300","4500"
"2021-2022","THREE_QUARTER_TIME","6200","6299","301","400","4425"
"2021-2022","THREE_QUARTER_TIME","6200","6299","401","500","4350"
"2021-2022","THREE_QUARTER_TIME","6200","6299","501","600","4275"
"2021-2022","THREE_QUARTER_TIME","6200","6299","601","700","4200"
"2021-2022","THREE_QUARTER_TIME","6200","6299","701","800","4125"
"2021-2022","THREE_QUARTER_TIME","6200","6299","801","900","4050"
"2021-2022","THREE_QUARTER_TIME","6200","6299","901","1000","3975"
"2021-2022","THREE_QUARTER_TIME","6200","6299","1001","1100","3900"
"2021-2022","THREE_QUARTER_TIME","6200","6299","1101","1200","3825"
"2021-2022","THREE_QUARTER_TIME","6200","6299","1201","1300","3750"
"2021-2022","THREE_QUARTER_TIME","6200","6299","1301","1400","3675"
"2021-2022","THREE_QUARTER_TIME","6200","6299","1401","1500","3600"
"2021-2022","THREE_QUARTER_TIME","6200","6299","1501","1600","3525"
"2021-2022","THREE_QUARTER_TIME","6200","6299","1601","1700","3450"
"2021-2022","THREE_QUARTER_TIME","6200","6299","1701","1800","3375"
"2021-2022","THREE_QUARTER_TIME","6200","6299","1801","1900","3300"
"2021-2022","THREE_QUARTER_TIME","6200","6299","1901","2000","3225"
"2021-2022","THREE_QUARTER_TIME","6200","6299","2001","2100","3150"
"2021-2022","THREE_QUARTER_TIME","6200","6299","2101","2200","3075"
"2021-2022","THREE_QUARTER_TIME","6200","6299","2201","2300","3000"
"2021-2022","THREE_QUARTER_TIME","6200","6299","2301","2400","2925"
"2021-2022","THREE_QUARTER_TIME","6200","6299","2401","2500","2850"
"2021-2022","THREE_QUARTER_TIME","6200","6299","2501","2600","2775"
"2021-2022","THREE_QUARTER_TIME","6200","6299","2601","2700","2700"
"2021-2022","THREE_QUARTER_TIME","6200","6299","2701","2800","2625"
"2021-2022","THREE_QUARTER_TIME","6200","6299","2801","2900","2550"
"2021-2022","THREE_QUARTER_TIME","6200","6299","2901","3000","2475"
"2021-2022","THREE_QUARTER_TIME","6200","6299","3001","3100","2400"
"2021-2022","THREE_QUARTER_TIME","6200","6299","3101","3200","2325"
"2021-2022","THREE_QUARTER_TIME","6200","6299","3201","3300","2250"
"2021-2022","THREE_QUARTER_TIME","6200","6299","3301","3400","2175"
"2021-2022","THREE_QUARTER_TIME","6200","6299","3401","3500","2100"
"2021-2022","THREE_QUARTER_TIME","6200","6299","3501","3600","2025"
"2021-2022","THREE_QUARTER_TIME","6200","6299","3601","3700","1950"
"2021-2022","THREE_QUARTER_TIME","6200","6299","3701","3800","1875"
"2021-2022","THREE_QUARTER_TIME","6200","6299","3801","3900","1800"
"2021-2022","THREE_QUARTER_TIME","6200","6299","3901","4000","1725"
"2021-2022","THREE_QUARTER_TIME","6200","6299","4001","4100","1650"
"2021-2022","THREE_QUARTER_TIME","6200","6299","4101","4200","1575"
"2021-2022","THREE_QUARTER_TIME","6200","6299","4201","4300","1500"
"2021-2022","THREE_QUARTER_TIME","6200","6299","4301","4400","1425"
"2021-2022","THREE_QUARTER_TIME","6200","6299","4401","4500","1350"
"2021-2022","THREE_QUARTER_TIME","6200","6299","4501","4600","1275"
"2021-2022","THREE_QUARTER_TIME","6200","6299","4601","4700","1200"
"2021-2022","THREE_QUARTER_TIME","6200","6299","4701","4800","1125"
"2021-2022","THREE_QUARTER_TIME","6200","6299","4801","4900","1050"
"2021-2022","THREE_QUARTER_TIME","6200","6299","4901","5000","975"
"2021-2022","THREE_QUARTER_TIME","6200","6299","5001","5100","900"
"2021-2022","THREE_QUARTER_TIME","6200","6299","5101","5200","825"
"2021-2022","THREE_QUARTER_TIME","6200","6299","5201","5300","750"
"2021-2022","THREE_QUARTER_TIME","6200","6299","5301","5400","675"
"2021-2022","THREE_QUARTER_TIME","6300","6399","0","0","4763"
"2021-2022","THREE_QUARTER_TIME","6300","6399","1","100","4725"
"2021-2022","THREE_QUARTER_TIME","6300","6399","101","200","4650"
"2021-2022","THREE_QUARTER_TIME","6300","6399","201","300","4575"
"2021-2022","THREE_QUARTER_TIME","6300","6399","301","400","4500"
"2021-2022","THREE_QUARTER_TIME","6300","6399","401","500","4425"
"2021-2022","THREE_QUARTER_TIME","6300","6399","501","600","4350"
"2021-2022","THREE_QUARTER_TIME","6300","6399","601","700","4275"
"2021-2022","THREE_QUARTER_TIME","6300","6399","701","800","4200"
"2021-2022","THREE_QUARTER_TIME","6300","6399","801","900","4125"
"2021-2022","THREE_QUARTER_TIME","6300","6399","901","1000","4050"
"2021-2022","THREE_QUARTER_TIME","6300","6399","1001","1100","3975"
"2021-2022","THREE_QUARTER_TIME","6300","6399","1101","1200","3900"
"2021-2022","THREE_QUARTER_TIME","6300","6399","1201","1300","3825"
"2021-2022","THREE_QUARTER_TIME","6300","6399","1301","1400","3750"
"2021-2022","THREE_QUARTER_TIME","6300","6399","1401","1500","3675"
"2021-2022","THREE_QUARTER_TIME","6300","6399","1501","1600","3600"
"2021-2022","THREE_QUARTER_TIME","6300","6399","1601","1700","3525"
"2021-2022","THREE_QUARTER_TIME","6300","6399","1701","1800","3450"
"2021-2022","THREE_QUARTER_TIME","6300","6399","1801","1900","3375"
"2021-2022","THREE_QUARTER_TIME","6300","6399","1901","2000","3300"
"2021-2022","THREE_QUARTER_TIME","6300","6399","2001","2100","3225"
"2021-2022","THREE_QUARTER_TIME","6300","6399","2101","2200","3150"
"2021-2022","THREE_QUARTER_TIME","6300","6399","2201","2300","3075"
"2021-2022","THREE_QUARTER_TIME","6300","6399","2301","2400","3000"
"2021-2022","THREE_QUARTER_TIME","6300","6399","2401","2500","2925"
"2021-2022","THREE_QUARTER_TIME","6300","6399","2501","2600","2850"
"2021-2022","THREE_QUARTER_TIME","6300","6399","2601","2700","2775"
"2021-2022","THREE_QUARTER_TIME","6300","6399","2701","2800","2700"
"2021-2022","THREE_QUARTER_TIME","6300","6399","2801","2900","2625"
"2021-2022","THREE_QUARTER_TIME","6300","6399","2901","3000","2550"
"2021-2022","THREE_QUARTER_TIME","6300","6399","3001","3100","2475"
"2021-2022","THREE_QUARTER_TIME","6300","6399","3101","3200","2400"
"2021-2022","THREE_QUARTER_TIME","6300","6399","3201","3300","2325"
"2021-2022","THREE_QUARTER_TIME","6300","6399","3301","3400","2250"
"2021-2022","THREE_QUARTER_TIME","6300","6399","3401","3500","2175"
"2021-2022","THREE_QUARTER_TIME","6300","6399","3501","3600","2100"
"2021-2022","THREE_QUARTER_TIME","6300","6399","3601","3700","2025"
"2021-2022","THREE_QUARTER_TIME","6300","6399","3701","3800","1950"
"2021-2022","THREE_QUARTER_TIME","6300","6399","3801","3900","1875"
"2021-2022","THREE_QUARTER_TIME","6300","6399","3901","4000","1800"
"2021-2022","THREE_QUARTER_TIME","6300","6399","4001","4100","1725"
"2021-2022","THREE_QUARTER_TIME","6300","6399","4101","4200","1650"
"2021-2022","THREE_QUARTER_TIME","6300","6399","4201","4300","1575"
"2021-2022","THREE_QUARTER_TIME","6300","6399","4301","4400","1500"
"2021-2022","THREE_QUARTER_TIME","6300","6399","4401","4500","1425"
"2021-2022","THREE_QUARTER_TIME","6300","6399","4501","4600","1350"
"2021-2022","THREE_QUARTER_TIME","6300","6399","4601","4700","1275"
"2021-2022","THREE_QUARTER_TIME","6300","6399","4701","4800","1200"
"2021-2022","THREE_QUARTER_TIME","6300","6399","4801","4900","1125"
"2021-2022","THREE_QUARTER_TIME","6300","6399","4901","5000","1050"
"2021-2022","THREE_QUARTER_TIME","6300","6399","5001","5100","975"
"2021-2022","THREE_QUARTER_TIME","6300","6399","5101","5200","900"
"2021-2022","THREE_QUARTER_TIME","6300","6399","5201","5300","825"
"2021-2022","THREE_QUARTER_TIME","6300","6399","5301","5400","750"
"2021-2022","THREE_QUARTER_TIME","6300","6399","5401","5500","675"
"2021-2022","THREE_QUARTER_TIME","6400","6494","0","0","4835"
"2021-2022","THREE_QUARTER_TIME","6400","6494","1","100","4798"
"2021-2022","THREE_QUARTER_TIME","6400","6494","101","200","4723"
"2021-2022","THREE_QUARTER_TIME","6400","6494","201","300","4648"
"2021-2022","THREE_QUARTER_TIME","6400","6494","301","400","4573"
"2021-2022","THREE_QUARTER_TIME","6400","6494","401","500","4498"
"2021-2022","THREE_QUARTER_TIME","6400","6494","501","600","4423"
"2021-2022","THREE_QUARTER_TIME","6400","6494","601","700","4348"
"2021-2022","THREE_QUARTER_TIME","6400","6494","701","800","4273"
"2021-2022","THREE_QUARTER_TIME","6400","6494","801","900","4198"
"2021-2022","THREE_QUARTER_TIME","6400","6494","901","1000","4123"
"2021-2022","THREE_QUARTER_TIME","6400","6494","1001","1100","4048"
"2021-2022","THREE_QUARTER_TIME","6400","6494","1101","1200","3973"
"2021-2022","THREE_QUARTER_TIME","6400","6494","1201","1300","3898"
"2021-2022","THREE_QUARTER_TIME","6400","6494","1301","1400","3823"
"2021-2022","THREE_QUARTER_TIME","6400","6494","1401","1500","3748"
"2021-2022","THREE_QUARTER_TIME","6400","6494","1501","1600","3673"
"2021-2022","THREE_QUARTER_TIME","6400","6494","1601","1700","3598"
"2021-2022","THREE_QUARTER_TIME","6400","6494","1701","1800","3523"
"2021-2022","THREE_QUARTER_TIME","6400","6494","1801","1900","3448"
"2021-2022","THREE_QUARTER_TIME","6400","6494","1901","2000","3373"
"2021-2022","THREE_QUARTER_TIME","6400","6494","2001","2100","3298"
"2021-2022","THREE_QUARTER_TIME","6400","6494","2101","2200","3223"
"2021-2022","THREE_QUARTER_TIME","6400","6494","2201","2300","3148"
"2021-2022","THREE_QUARTER_TIME","6400","6494","2301","2400","3073"
"2021-2022","THREE_QUARTER_TIME","6400","6494","2401","2500","2998"
"2021-2022","THREE_QUARTER_TIME","6400","6494","2501","2600","2923"
"2021-2022","THREE_QUARTER_TIME","6400","6494","2601","2700","2848"
"2021-2022","THREE_QUARTER_TIME","6400","6494","2701","2800","2773"
"2021-2022","THREE_QUARTER_TIME","6400","6494","2801","2900","2698"
"2021-2022","THREE_QUARTER_TIME","6400","6494","2901","3000","2623"
"2021-2022","THREE_QUARTER_TIME","6400","6494","3001","3100","2548"
"2021-2022","THREE_QUARTER_TIME","6400","6494","3101","3200","2473"
"2021-2022","THREE_QUARTER_TIME","6400","6494","3201","3300","2398"
"2021-2022","THREE_QUARTER_TIME","6400","6494","3301","3400","2323"
"2021-2022","THREE_QUARTER_TIME","6400","6494","3401","3500","2248"
"2021-2022","THREE_QUARTER_TIME","6400","6494","3501","3600","2173"
"2021-2022","THREE_QUARTER_TIME","6400","6494","3601","3700","2098"
"2021-2022","THREE_QUARTER_TIME","6400","6494","3701","3800","2023"
"2021-2022","THREE_QUARTER_TIME","6400","6494","3801","3900","1948"
"2021-2022","THREE_QUARTER_TIME","6400","6494","3901","4000","1873"
"2021-2022","THREE_QUARTER_TIME","6400","6494","4001","4100","1798"
"2021-2022","THREE_QUARTER_TIME","6400","6494","4101","4200","1723"
"2021-2022","THREE_QUARTER_TIME","6400","6494","4201","4300","1648"
"2021-2022","THREE_QUARTER_TIME","6400","6494","4301","4400","1573"
"2021-2022","THREE_QUARTER_TIME","6400","6494","4401","4500","1498"
"2021-2022","THREE_QUARTER_TIME","6400","6494","4501","4600","1423"
"2021-2022","THREE_QUARTER_TIME","6400","6494","4601","4700","1348"
"2021-2022","THREE_QUARTER_TIME","6400","6494","4701","4800","1273"
"2021-2022","THREE_QUARTER_TIME","6400","6494","4801","4900","1198"
"2021-2022","THREE_QUARTER_TIME","6400","6494","4901","5000","1123"
"2021-2022","THREE_QUARTER_TIME","6400","6494","5001","5100","1048"
"2021-2022","THREE_QUARTER_TIME","6400","6494","5101","5200","973"
"2021-2022","THREE_QUARTER_TIME","6400","6494","5201","5300","898"
"2021-2022","THREE_QUARTER_TIME","6400","6494","5301","5400","823"
"2021-2022","THREE_QUARTER_TIME","6400","6494","5401","5500","748"
"2021-2022","THREE_QUARTER_TIME","6400","6494","5501","5600","673"
"2021-2022","THREE_QUARTER_TIME","6495","999999","0","0","4871"
"2021-2022","THREE_QUARTER_TIME","6495","999999","1","100","4834"
"2021-2022","THREE_QUARTER_TIME","6495","999999","101","200","4759"
"2021-2022","THREE_QUARTER_TIME","6495","999999","201","300","4684"
"2021-2022","THREE_QUARTER_TIME","6495","999999","301","400","4609"
"2021-2022","THREE_QUARTER_TIME","6495","999999","401","500","4534"
"2021-2022","THREE_QUARTER_TIME","6495","999999","501","600","4459"
"2021-2022","THREE_QUARTER_TIME","6495","999999","601","700","4384"
"2021-2022","THREE_QUARTER_TIME","6495","999999","701","800","4309"
"2021-2022","THREE_QUARTER_TIME","6495","999999","801","900","4234"
"2021-2022","THREE_QUARTER_TIME","6495","999999","901","1000","4159"
"2021-2022","THREE_QUARTER_TIME","6495","999999","1001","1100","4084"
"2021-2022","THREE_QUARTER_TIME","6495","999999","1101","1200","4009"
"2021-2022","THREE_QUARTER_TIME","6495","999999","1201","1300","3934"
"2021-2022","THREE_QUARTER_TIME","6495","999999","1301","1400","3859"
"2021-2022","THREE_QUARTER_TIME","6495","999999","1401","1500","3784"
"2021-2022","THREE_QUARTER_TIME","6495","999999","1501","1600","3709"
"2021-2022","THREE_QUARTER_TIME","6495","999999","1601","1700","3634"
"2021-2022","THREE_QUARTER_TIME","6495","999999","1701","1800","3559"
"2021-2022","THREE_QUARTER_TIME","6495","999999","1801","1900","3484"
"2021-2022","THREE_QUARTER_TIME","6495","999999","1901","2000","3409"
"2021-2022","THREE_QUARTER_TIME","6495","999999","2001","2100","3334"
"2021-2022","THREE_QUARTER_TIME","6495","999999","2101","2200","3259"
"2021-2022","THREE_QUARTER_TIME","6495","999999","2201","2300","3184"
"2021-2022","THREE_QUARTER_TIME","6495","999999","2301","2400","3109"
"2021-2022","THREE_QUARTER_TIME","6495","999999","2401","2500","3034"
"2021-2022","THREE_QUARTER_TIME","6495","999999","2501","2600","2959"
"2021-2022","THREE_QUARTER_TIME","6495","999999","2601","2700","2884"
"2021-2022","THREE_QUARTER_TIME","6495","999999","2701","2800","2809"
"2021-2022","THREE_QUARTER_TIME","6495","999999","2801","2900","2734"
"2021-2022","THREE_QUARTER_TIME","6495","999999","2901","3000","2659"
"2021-2022","THREE_QUARTER_TIME","6495","999999","3001","3100","2584"
"2021-2022","THREE_QUARTER_TIME","6495","999999","3101","3200","2509"
"2021-2022","THREE_QUARTER_TIME","6495","999999","3201","3300","2434"
"2021-2022","THREE_QUARTER_TIME","6495","999999","3301","3400","2359"
"2021-2022","THREE_QUARTER_TIME","6495","999999","3401","3500","2284"
"2021-2022","THREE_QUARTER_TIME","6495","999999","3501","3600","2209"
"2021-2022","THREE_QUARTER_TIME","6495","999999","3601","3700","2134"
"2021-2022","THREE_QUARTER_TIME","6495","999999","3701","3800","2059"
"2021-2022","THREE_QUARTER_TIME","6495","999999","3801","3900","1984"
"2021-2022","THREE_QUARTER_TIME","6495","999999","3901","4000","1909"
"2021-2022","THREE_QUARTER_TIME","6495","999999","4001","4100","1834"
"2021-2022","THREE_QUARTER_TIME","6495","999999","4101","4200","1759"
"2021-2022","THREE_QUARTER_TIME","6495","999999","4201","4300","1684"
"2021-2022","THREE_QUARTER_TIME","6495","999999","4301","4400","1609"
"2021-2022","THREE_QUARTER_TIME","6495","999999","4401","4500","1534"
"2021-2022","THREE_QUARTER_TIME","6495","999999","4501","4600","1459"
"2021-2022","THREE_QUARTER_TIME","6495","999999","4601","4700","1384"
"2021-2022","THREE_QUARTER_TIME","6495","999999","4701","4800","1309"
"2021-2022","THREE_QUARTER_TIME","6495","999999","4801","4900","1234"
"2021-2022","THREE_QUARTER_TIME","6495","999999","4901","5000","1159"
"2021-2022","THREE_QUARTER_TIME","6495","999999","5001","5100","1084"
"2021-2022","THREE_QUARTER_TIME","6495","999999","5101","5200","1009"
"2021-2022","THREE_QUARTER_TIME","6495","999999","5201","5300","934"
"2021-2022","THREE_QUARTER_TIME","6495","999999","5301","5400","859"
"2021-2022","THREE_QUARTER_TIME","6495","999999","5401","5500","784"
"2021-2022","THREE_QUARTER_TIME","6495","999999","5501","5600","709"
"2021-2022","HALF_TIME","1300","1399","0","0","675"
"2021-2022","HALF_TIME","1300","1399","1","100","650"
"2021-2022","HALF_TIME","1400","1499","0","0","725"
